id,name,rating,review_count,price,city,address,latitude,longitude,category,phone,url,price_level
e0qKluGC0hTra6LEo6Ig-A,Don Diego Salvadoran Restaurant,4.5,24,,"Atlanta, GA","3200 Hopeland Industrial Blvd Ste 800 Powder Springs, GA 30127",33.87511,-84.70214833,Salvadoran,(770) 675-3463,https://www.yelp.com/biz/don-diego-salvadoran-restaurant-powder-springs?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,
P0TXOrCsxuSpGN7fom8zIg,Pisco Latin Kitchen,4.5,189,$$,"Atlanta, GA","5975 Roswell Rd Ste E-353 Sandy Springs, GA 30328",33.91831,-84.37884,"Latin American, Peruvian, Cuban",(404) 205-5712,https://www.yelp.com/biz/pisco-latin-kitchen-sandy-springs?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,2.0
9VWaP_2svx5SYdAisNkRYQ,Bar.bacoa,4.5,305,$$,"Atlanta, GA","1000 Virginia Ave NE Atlanta, GA 30306",33.782450850588006,-84.35459014256887,"Spanish, Tapas Bars, Tapas/Small Plates",(404) 815-9155,https://www.yelp.com/biz/bar-bacoa-atlanta-5?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,2.0
qexHtQc3VcrecZ3Ypk_3_A,Sabor Latino Salvadoran Cuisine,4.5,6,,"Atlanta, GA","860 Duluth Hwy Ste 1015 Lawrenceville, GA 30043",33.96712,-84.02255,"Salvadoran, Breakfast & Brunch, Tacos",(770) 212-3005,https://www.yelp.com/biz/sabor-latino-salvadoran-cuisine-lawrenceville-2?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,
RRrlovENO0FmOkrVKNFWwA,"La Candelaria, Colombian Kitchen & Boliranodromo",4.5,6,,"Atlanta, GA","5364 Lawrenceville Hwy Lilburn, GA 30047",33.885985214780476,-84.1580931,"Desserts, Burgers, Colombian",(678) 336-9977,https://www.yelp.com/biz/la-candelaria-colombian-kitchen-and-boliranodromo-lilburn?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,
n77G2LbanwaHx-02XLtWPQ,Sazon Latino Dominican Kitchen,4.8,4,,"Atlanta, GA","10685 Veterans Memorial Hwy Lithia Springs, GA 30122",33.79331,-84.66413,"Dominican, Latin American",(678) 540-6532,https://www.yelp.com/biz/sazon-latino-dominican-kitchen-lithia-springs?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,
sug4wEcHRH5LLEPCGz8B_A,The Freakin Incan,4.4,374,$$,"Atlanta, GA","4651 Woodstock Rd Ste 305 Roswell, GA 30075",34.06169352855035,-84.42220833124149,"Food Trucks, Peruvian, Latin American",(678) 587-5301,https://www.yelp.com/biz/the-freakin-incan-roswell-3?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,2.0
fwjQVYXBKHfHkaW_TldHMQ,D'Cuban Cafe,4.4,318,$,"Atlanta, GA","6200 Buford Hwy Norcross, GA 30071",33.9312818635062,-84.2251756921348,"Cuban, Latin American",(770) 447-0877,https://www.yelp.com/biz/d-cuban-cafe-norcross-4?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,1.0
V9vIyyUgwLlhF3g3AoYZUA,Xela Pan Cafe,4.4,60,$,"Atlanta, GA","5268 Buford Hwy NE Atlanta, GA 30340",33.8965377807617,-84.2824325561523,"Bakeries, Cafes, Latin American",(770) 452-8880,https://www.yelp.com/biz/xela-pan-cafe-atlanta-2?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,1.0
ZnCsotdZ58g_ZdG021xe6A,El Salvador Bakery,4.3,56,$,"Atlanta, GA","172 Windy Hill Rd SW Marietta, GA 30060",33.894638810602395,-84.55720561040506,"Bakeries, Salvadoran",(770) 333-3004,https://www.yelp.com/biz/el-salvador-bakery-marietta?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,1.0
82aY8zBwy2U3L0r9yRFk2Q,Cuban Diner,4.3,524,$$,"Atlanta, GA","1484 Roswell Rd Marietta, GA 30062",33.95055206072882,-84.50817777464627,"Cuban, Desserts, Sandwiches",(770) 509-2576,https://www.yelp.com/biz/cuban-diner-marietta?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,2.0
B--MthTQiG2LnwIGvxCPgw,CAIBO Z Venezuelan Bakery,5.0,2,,"Atlanta, GA","6342 Roswell Rd Inside Los Pinos Carniceria y Taqueria Cornestone Square Atlanta, GA 30328",33.928429,-84.380275,"Venezuelan, Bakeries",,https://www.yelp.com/biz/caibo-z-venezuelan-bakery-atlanta?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,
9C4rC23m2_1W69l2X9DKNA,Mercado Latino,5.0,2,,"Atlanta, GA","279 Powers Ferry Rd Marietta, GA 30067",33.944975,-84.497585,"Tacos, Latin American",(678) 403-8656,https://www.yelp.com/biz/mercado-latino-marietta-3?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,
Loqu3y8TVFME8iBcDkNYQg,Sabores Del Plata,4.2,221,$$,"Atlanta, GA","6200 Buford Hwy NE 1g Norcross, GA 30071",33.9312187516151,-84.22443151474,"Latin American, Argentine, Steakhouses",(678) 743-4671,https://www.yelp.com/biz/sabores-del-plata-norcross?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,2.0
cMLgCuXtKGuuWoAt4BxSKA,Madre Selva,4.2,61,,"Atlanta, GA","570 Main St NE Atlanta, GA 30324",33.82265839849048,-84.3684826,"Latin American, Peruvian, Cocktail Bars",(678) 927-2332,https://www.yelp.com/biz/madre-selva-atlanta?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,
-CHazLwo2j2G8gWEZN53hA,Eclipse Di Luna,4.2,1104,$$,"Atlanta, GA","764 Miami Cir NE Ste 138 Atlanta, GA 30324",33.8319276410936,-84.3617050195739,"Tapas Bars, Spanish",(470) 664-1188,https://www.yelp.com/biz/eclipse-di-luna-atlanta?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,2.0
o9zX-dh-zrNwM3eJQSpk_g,Arepa Mia,4.2,478,$$,"Atlanta, GA","10 N Claredon Ave Avondale Estates, GA 30002",33.7769506143535,-84.2673839611803,"Venezuelan, Desserts, Empanadas",(404) 600-3509,https://www.yelp.com/biz/arepa-mia-avondale-estates?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,2.0
yk9-Lc9dDxPr47b-R3GBmQ,Cuzco Peruvian Cuisine,4.2,35,,"Atlanta, GA","2863 Buford Hwy NE Atlanta, GA 30329",33.831683,-84.341785,"Peruvian, Seafood, Vegetarian",(404) 941-9557,https://www.yelp.com/biz/cuzco-peruvian-cuisine-atlanta?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,
8vqK7TprQif478TOw5ORbg,La Carreta Hispanic Grocery and Taqueria,4.2,276,$$,"Atlanta, GA","1252 Roswell Rd Marietta, GA 30062",33.95044,-84.51558,"Mexican, Grocery, Colombian",(770) 579-2963,https://www.yelp.com/biz/la-carreta-hispanic-grocery-and-taqueria-marietta?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,2.0
vGP_SrEsezeF7MyW7OY3aA,Agave Restaurant,4.2,1212,$$,"Atlanta, GA","242 Blvd SE Atlanta, GA 30312",33.747955057557014,-84.3678562542905,"New Mexican Cuisine, Seafood, Steakhouses",(404) 588-0006,https://www.yelp.com/biz/agave-restaurant-atlanta?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,2.0
wuba10gZw-FUp7iWFQzdqA,Alma Cocina - Atlanta,4.2,1379,$$,"Atlanta, GA","191 Peachtree St NE Atlanta, GA 30303",33.759156314923,-84.3874444429916,"Latin American, Mexican, Bars",(404) 968-9662,https://www.yelp.com/biz/alma-cocina-atlanta-atlanta?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,2.0
pLo5AiT1IoxuQnAfRHXWgg,Casa Vieja,4.2,167,$,"Atlanta, GA","3652 Shallowford Rd NE Doraville, GA 30340",33.8968485,-84.2851933,"Mexican, Colombian, Seafood",(770) 454-8557,https://www.yelp.com/biz/casa-vieja-doraville?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,1.0
toxYMvr3wPzlCbYDfRji2Q,El Super Pan,4.2,523,$$,"Atlanta, GA","675 Ponce De Leon Ave NE Atlanta, GA 30306",33.7726312767445,-84.3656354044907,"Latin American, Bars, Sandwiches",(404) 600-2465,https://www.yelp.com/biz/el-super-pan-atlanta-3?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,2.0
A1Xfb5U8UanJ-Ahv1Hq40w,Boga Latin Cuisine,4.1,147,$$,"Atlanta, GA","5942 Buford Hwy Ste 193 Norcross, GA 30071",33.93455,-84.21539,"Latin American, Cuban, Cocktail Bars",(770) 558-1908,https://www.yelp.com/biz/boga-latin-cuisine-norcross?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,2.0
CwLPaz1wpzOqP4XJ88kb_g,Beso Buckhead,4.1,45,,"Atlanta, GA","3247 Roswell Rd Atlanta, GA 30305",33.84377708828439,-84.3789901,Latin American,(404) 549-9644,https://www.yelp.com/biz/beso-buckhead-atlanta?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,
38xpwQPtdbUlXf4QgnTVrA,El Pulgarcito De Centro America,4.1,52,$,"Atlanta, GA","6600 Hwy 85 Riverdale, GA 30274",33.5737087701627,-84.411989338696,"Salvadoran, Mexican, Desserts",(678) 216-0515,https://www.yelp.com/biz/el-pulgarcito-de-centro-america-riverdale?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,1.0
X22H2RpQD9__ILys6Qkigw,Las Delicias De La Abuela,4.1,64,,"Atlanta, GA","4055 Old Milton Pkwy Ste 10 Alpharetta , GA 30005",34.060148,-84.242934,"Burgers, Hot Dogs, Colombian",(470) 709-2732,https://www.yelp.com/biz/las-delicias-de-la-abuela-alpharetta?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,
6OQOVOqUd8CPkdff-lgqwA,AltaToro,4.1,211,,"Atlanta, GA","33 Peachtree Pl Atlanta, GA 30309",33.78055590894667,-84.38708408895492,Latin American,(470) 995-8676,https://www.yelp.com/biz/altatoro-atlanta?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,
Lw5r94wbzWLVrH_E-eowNA,Sebastian Pintxos Bar,4.1,193,,"Atlanta, GA","818 Juniper St Atlanta, GA 30308",33.77689,-84.38315,"Tapas Bars, Cocktail Bars, Latin American",(678) 515-0545,https://www.yelp.com/biz/sebastian-pintxos-bar-atlanta?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,
ZHA_Wk3D9lDMR1bd7QT-9A,Eclipse di Luna - Dunwoody,4.1,1060,$$,"Atlanta, GA","4505 Ashford Dunwoody Rd Ste 5 Dunwoody, GA 30346",33.92485,-84.335579,"Tapas Bars, Tapas/Small Plates",(470) 712-5680,https://www.yelp.com/biz/eclipse-di-luna-dunwoody-dunwoody?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,2.0
quonXEXhVlnSLfgStY4XQQ,Sabores De Mi Tierra,4.1,42,$$,"Atlanta, GA","3210 Tucker Norcross Rd Tucker, GA 30084",33.88373,-84.2207899,Latin American,(470) 545-8165,https://www.yelp.com/biz/sabores-de-mi-tierra-tucker?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,2.0
V86AJK3xytBv2C0bwi9_Ow,La Pastorcita,4.1,523,$,"Atlanta, GA","3304 Buford Hwy NE Atlanta, GA 30329",33.84308,-84.32924,Mexican,(678) 705-8162,https://www.yelp.com/biz/la-pastorcita-atlanta?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,1.0
218OoKWwR8aMyLz2tDa0kQ,Mambo's Cafe,4.1,375,$$,"Atlanta, GA","4915 Windward Pkwy Ste 130 Alpharetta, GA 30004",34.0964277307,-84.2804559168,"Cuban, Peruvian, Salad",(770) 753-4354,https://www.yelp.com/biz/mambos-cafe-alpharetta-2?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,2.0
3NKcmChdIctH7Mi_mfNivw,La Bendicion,4.1,17,$,"Atlanta, GA","722 Harbins Rd NW Lilburn, GA 30047",33.89593,-84.16201,"Mexican, Bakeries, Salvadoran",(678) 205-0442,https://www.yelp.com/biz/la-bendicion-lilburn?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,1.0
n1yLxISyG_CFg3zXUrZUdQ,Las Cuatro Milpas Atlanta,4.0,47,,"Atlanta, GA","7056 Hwy 85 Ste C Riverdale, GA 30274",33.56307775311701,-84.4128628603926,"Mexican, Latin American",(770) 883-7734,https://www.yelp.com/biz/las-cuatro-milpas-atlanta-riverdale?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,
hO5dSj7XgAM0wLRnVZKNtQ,Mami's La Cubana Cuban Restaurant,4.0,281,$,"Atlanta, GA","579 North Central Ave Atlanta, GA 30354",33.6585268380253,-84.4080872017575,Cuban,(678) 974-5487,https://www.yelp.com/biz/mamis-la-cubana-cuban-restaurant-atlanta?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,1.0
TrGRWcKEn5xZtOCMmoCQcg,Calle Latina,4.0,393,$$,"Atlanta, GA","627 E College Ave Ste A Decatur, GA 30030",33.77328331828016,-84.28562664110446,"Latin American, Peruvian",(404) 378-0020,https://www.yelp.com/biz/calle-latina-decatur?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,2.0
1V-qgtMZ48o4E4IWQbI-LQ,Sabor Dominicano,4.0,115,$,"Atlanta, GA","4186 Buford Hwy NE Ste M Atlanta, GA 30345",33.86495,-84.304981,Dominican,(404) 963-1799,https://www.yelp.com/biz/sabor-dominicano-atlanta-3?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,1.0
QelRQRdud3u7bs3Ik0pULg,Manny Sazon,5.0,1,,"Atlanta, GA","Atlanta, GA 30319",33.878973,-84.33619,"Colombian, Hot Dogs, Food Trucks",(470) 533-9595,https://www.yelp.com/biz/manny-sazon-atlanta?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,
zhxDVqm4esfsjWiZDL5YSw,JD Sabor Real,5.0,1,,"Atlanta, GA","9114 Main St Woodstock, GA 30188",34.09368713548979,-84.52027856819738,"Breakfast & Brunch, Latin American, Sandwiches",(470) 960-1131,https://www.yelp.com/biz/jd-sabor-real-woodstock?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,
8KPgzaQxow095wAcJ3N8mQ,Latin Fresh,4.8,13,,"Atlanta, GA","1197 Peachtree St NE Ste 150 Atlanta, GA 30361",33.78710487302456,-84.3821538061328,Latin American,(470) 861-7786,https://www.yelp.com/biz/latin-fresh-atlanta?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,
BPf3GieQoNkXwdpcaomzbQ,Papelon con limón,4.8,14,,"Atlanta, GA","5175 S Old Peachtree Rd Unit 102 Peachtree Corners, GA 30092",33.969542,-84.207246,"Burgers, Venezuelan, Breakfast & Brunch",(470) 657-5826,https://www.yelp.com/biz/papelon-con-lim%C3%B3n-peachtree-corners?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,
jK-jM0fiM8BKXhX8f1AI6A,Panaderia Mi Bella Guatemala,4.7,11,$,"Atlanta, GA","5895 Jimmy Carter Blvd Norcross, GA 30071",33.9211684629609,-84.2105728405933,"Bakeries, Latin American",(678) 694-8235,https://www.yelp.com/biz/panaderia-mi-bella-guatemala-norcross?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,1.0
WIR7DH9B_Hsw0VnB82zrlQ,Purely Plant,4.7,37,,"Atlanta, GA","1 Moreland Ave SE Ste F Atlanta, GA 30316",33.753386908469075,-84.3493986,"Vegan, Caribbean, Latin American",(404) 549-2148,https://www.yelp.com/biz/purely-plant-atlanta?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,
GpfClEk-Fmrd-bElr5suBw,La Sabrosita Restaurant,4.7,77,$,"Atlanta, GA","733 Pleasant Hill Rd Ste 1120 Lilburn, GA 30047",33.917788,-84.116658,"Burgers, Hot Dogs, Venezuelan",(404) 510-2520,https://www.yelp.com/biz/la-sabrosita-restaurant-lilburn?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,1.0
4Fqhn4hK22rySNF__-YuTw,Rosita's Taqueria  y Pupuseria,4.5,75,$,"Atlanta, GA","4121 Stone Mountain Hwy Ste 110 Lilburn, GA 30047",33.8372699,-84.07398,Latin American,(770) 979-2900,https://www.yelp.com/biz/rositas-taqueria-y-pupuseria-lilburn?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,1.0
B36H2RR4mEkbpChbVoNZRQ,Cylantros Kennesaw,4.5,175,$$,"Atlanta, GA","3338 Cherokee St NW Ste A Kennesaw, GA 30144",34.03458,-84.60521,"Venezuelan, Empanadas",(678) 324-6276,https://www.yelp.com/biz/cylantros-kennesaw-kennesaw?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,2.0
Kfbm7lifKLYj3w5xHO16ng,Epa! Come Arepa,4.5,48,$,"Atlanta, GA","3095 Peachtree Industrial Blvd Ste 120 Duluth, GA 30097",34.02294,-84.157467,Venezuelan,(678) 775-9005,https://www.yelp.com/biz/epa-come-arepa-duluth?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,1.0
OhB-VnmDCxRquIysWH-yKw,LottaFrutta - Atlanta,4.5,440,$,"Atlanta, GA","590 Auburn Ave NE Atlanta, GA 30312",33.7560005187988,-84.3680953979492,"Breakfast & Brunch, Caribbean, Sandwiches",(404) 588-0857,https://www.yelp.com/biz/lottafrutta-atlanta-atlanta?adjust_creative=6uPK8wjVDflLXcyfaLIKMA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=6uPK8wjVDflLXcyfaLIKMA,1.0
